singer	title	cluster
동방신기	내가 허락할 테니 (Love Is Never Gone)	0
동방신기	One	2
동방신기	작은 고백 (Love Is All I Need)	3
동방신기	약속했던 그때에 (Always There...)	0
파란	Once	2
버즈	겁쟁이	4
버즈	어쩌면	2
쥬얼리	Passion	2
버즈	사랑은 가슴이 시킨다	2
슈퍼주니어	You Are The One	2
슈퍼주니어	차근차근 (Way For Love)	2
슈퍼주니어	So I	2
슈퍼주니어	Believe	0
더블에스오공일	My Girl	3
더블에스오공일	In Your Smile	3
슈퍼주니어	Miracle	3
슈퍼주니어	Twins (Knock Out)	3
슈퍼주니어	Rock This House	3
슈퍼주니어	Over	0
슈퍼주니어	Keep In Touch	0
슈퍼주니어	L.O.V.E.	3
더블에스오공일	하얀 사람	4
더블에스오공일	Snow Prince	4
더블에스오공일	Fighter	4
샤크라	Lonely Christmas	0
오션	겨울 선물	2
슈퍼주니어	Show Me Your Love	3
슈퍼주니어	오늘만은 (I`m Your Man)	0
동방신기	Show Me Your Love	3
동방신기	I Wanna Hold You	0
버즈	활주 (Opening)	3
오션	남자	0
오션	나보다	0
오션	The Fool	4
오션	사랑이 다시 온다면	2
오션	할수만 있다면	2
오션	가지 말라고	2
오션	Pain	0
오션	Hollyday	2
오션	바보	2
오션	야후 (夜後)	0
동방신기	인사 (Performed By 동방신기)	2
브라운 아이드 걸스	Timing	3
브라운 아이드 걸스	세컨드 (Second)	3
브라운 아이드 걸스	다가와서	0
브라운 아이드 걸스	Far Away (Feat. MC 몽)	2
브라운 아이드 걸스	끈	3
브라운 아이드 걸스	Every Body (Feat. Big Tone)	3
브라운 아이드 걸스	잊어가잖아	2
브라운 아이드 걸스	오늘은 그대와 하늘 위로 (Feat. Bobby Kim)	3
브라운 아이드 걸스	넌 누굴 사랑하니?	2
브라운 아이드 걸스	1.2.3.4	2
브라운 아이드 걸스	혼잣말	4
브라운 아이드 걸스	네가 오는 날	2
브라운 아이드 걸스	Watch Out	4
브라운 아이드 걸스	묻지 못한 이야기	0
브라운 아이드 걸스	이제야 비로소 사랑을 말할 수 있다	2
천상지희 더 그레이스	The Club (Feat. Rain)	3
천상지희 더 그레이스	What U Want (Feat. Stephanie)	4
오션	사랑이 다시 온다면 (우일 추천)	0
오션	More Than Words (오병진 추천)	2
오션	할 수 만 있다면 (유석호 추천)	2
오션	Happy (손일권 추천)	2
오션	Hollyday (김찬민 추천)	2
오션	24/7 (김민성 추천)	2
버즈	Reds, Go Together	4
버즈	오 필승코리아	4
버즈	My Darling (End)	4
버즈	My Love (And)	2
버즈	은인	3
버즈	약자의 눈물	2
버즈	행복하세요	2
버즈	남자를 몰라	2
버즈	Go Away	0
버즈	일년쯤이면	0
버즈	미완예찬	3
버즈	Reds Go Together	4
버즈	우리 이별 앞에 지지말아요 (세상에 한 사람)	2
쥬얼리	슈퍼스타	3
쥬얼리	슈퍼스타	3
버즈	겁쟁이	4
버즈	가시	0
버즈	겁쟁이	4
버즈	가시	0
브라운 아이드 걸스	Hold The Line	4
동방신기	동방의 투혼 (2 Step Remix Ver.)	3
동방신기	동방의 투혼 (Vibe7 Remix Ver.)	3
동방신기	동방의 투혼	3
슈퍼주니어	Endless Moment	0
파란	카모밀레 (배틀짱 Opening 곡)	3
슈퍼주니어	U	4
슈퍼주니어	Lovely Day	3
슈퍼주니어	Dancing Out	3
슈퍼주니어	Smile!	2
천상지희 더 그레이스	Catch The Shooting Star	3
블랙 비트	Shake	3
동방신기	오아시스	3
트랙스	너없이	0
버즈	겁쟁이	4
동방신기	Opening Ment	4
동방신기	TRI-ANGLE	4
동방신기	Free Your Mind	3
동방신기	Dangerous Mind	2
동방신기	(시아개인기) All rise	4
동방신기	Ment	4
동방신기	LOVE after LOVE	2
동방신기	Ment	4
동방신기	The way U are (Extended ver.)	4
동방신기	Rising Sun (순수) (Extended ver.)	3
동방신기	Closing Ment	4
동방신기	Drive (Extended ver.)	3
동방신기	Bonus Track : Free Your Mind (remix)	3
동방신기	Tonight	4
동방신기	HUG (포옹)	4
동방신기	너희들것이니까 (I Wish...)	3
동방신기	Whatever They Say	2
동방신기	믿어요	3
동방신기	(믹키개인기) 여우비 (Like Weather)	0
동방신기	지금처럼	3
동방신기	약속했던 그때에 (Always There...)	0
동방신기	I never Let Go	3
동방신기	I wanna Hold You	0
동방신기	마법의 성(Magic Castle)	3
동방신기	(영웅개인기) 발걸음	0
동방신기	넌 언제나	0
동방신기	One	2
동방신기	My little Princess (있잖아요...)	2
동방신기	Bonus Track : 여우비 (Like Weather) (동방신기ver.)	0
파란	별의 동화	2
트랙스	영혼을 감싸안아 (Embrace One`s Soul)	4
트랙스	축제 (Carnival)	4
트랙스	초우 (初雨) (Cold Rain)	0
트랙스	Liez	4
트랙스	Paradise	3
트랙스	Crazy	3
트랙스	Total Eclipse	4
트랙스	This Love	0
트랙스	Sad Wedding Song	0
트랙스	Paradox (Bonus Track)	3
트랙스	Scorpio (Bonus Track)	4
동방신기	그리고…(Holding Back The Tears) (Inst.)	0
동방신기	그리고…(Holding Back The Tears)	0
동방신기	Beautiful Thing	3
브라운 아이드 걸스	Loving You	3
브라운 아이드 걸스	오늘은 그대와 하늘위로 (Feat. Bobby Kim)	3
브라운 아이드 걸스	Hold The Line (Feat. 조PD)	4
브라운 아이드 걸스	Far Away (Feat. MC 몽)	2
브라운 아이드 걸스	Second	3
브라운 아이드 걸스	Second (Hip-Hop Remix Ver.)	2
브라운 아이드 걸스	Second (Rock Remix Ver.)	3
빅뱅	Intro (Put Your Hands Up)	4
빅뱅	We Belong Together	2
빅뱅	This Love	0
빅뱅	눈물뿐인 바보	2
파란	With Paran-Y	4
파란	다섯걸음	0
파란	내 가슴엔 니 심장이 뛰나봐	0
파란	Silly Love Song..	0
파란	Burn The Floor	4
파란	Black Hole	2
파란	줄리＠	2
파란	OverLab	4
파란	그런 사람 또 없습니다.	2
파란	설레임	0
파란	카모밀레 (투니버스 만화 '배틀짱' OST) Bonus Track	3
파란	별의 동화	2
빅뱅	La La La	3
빅뱅	V.I.P	4
빅뱅	La La La (Inst.)	3
빅뱅	Ma Girl	4
동방신기	O -正.反.合.(정반합)	4
동방신기	세상에 단 하나뿐인 마음 (You`re My Miracle)	3
동방신기	Phantom 환영 (幻影)	3
동방신기	풍선 (Balloons)	4
동방신기	풍선 (Balloons) (New Ver.)	4
동방신기	Get Me Some (New Ver.)	4
동방신기	Hey! Girl	2
동방신기	Get Me Some	4
동방신기	I`ll Be There	0
동방신기	Remember	0
동방신기	이제 막 시작된 이야기 (The Story Has Just Begun)	4
동방신기	ON & ON	2
동방신기	You Only Love	4
동방신기	네 곁에 숨쉴 수 있다면 (New Song)	2
버즈	울지마	2
버즈	떠나 (Feat. 김낙싸움닭)	4
천상지희 더 그레이스	열정 (My Everything)	3
천상지희 더 그레이스	The Final Sentence	4
천상지희 더 그레이스	IRIS (할 말이 있어요)	3
천상지희 더 그레이스	Faith	4
천상지희 더 그레이스	열정 (My Everything) (Radio Edit Ver.)	0
더블에스오공일	Again	0
더블에스오공일	Stand By Me	3
더블에스오공일	Sky	0
더블에스오공일	Hana	3
더블에스오공일	Confession (서툰고백)	2
더블에스오공일	세상의 날개	3
더블에스오공일	Existence	3
더블에스오공일	Four Chance	4
더블에스오공일	Unlock	4
더블에스오공일	겁쟁이	4
더블에스오공일	Man	3
더블에스오공일	Bye Bye	4
더블에스오공일	Radio Star	4
더블에스오공일	경고 (Remix Ver.)	0
더블에스오공일	Unlock (Heavy Edition) (Feat. 김세황) (Hidden Track)	4
동방신기	세상에 단 하나뿐인 마음 (You`re My Miracle)	3
동방신기	Hey! Girl	2
동방신기	Get Me Some	4
동방신기	I`ll Be There	4
동방신기	Remember	0
동방신기	이제 막 시작된 이야기 (The Story Has Just Begun)	4
동방신기	You Only Love	4
동방신기	Get Me Some	4
브라운 아이드 걸스	Must Have Love	3
브라운 아이드 걸스	Must Have Friends	3
브라운 아이드 걸스	Must Have Friends (Rhythm Cut Ver.)	3
브라운 아이드 걸스	Must Have Love (Inst.)	3
빅뱅	웃어본다	2
빅뱅	Victory (Intro)	4
빅뱅	BigBang	4
빅뱅	Forever With You	2
빅뱅	Good Bye Baby	0
천상지희 더 그레이스	Dreams Come True	3
파란	빛	3
슈퍼주니어	Tic! Toc!	3
블랙 비트	Without You	0
동방신기	내가 그대 없이(When We`ll Be Together)	0
트랙스	Alone	4
슈퍼주니어	걸음을 멈추고 (Super Junior-K.R.Y)	0
배틀	Icarus	3
씽	In Your Hands (Kevin Ver.)	4
씽	어쩌다가	4
씽	In Your Hands	4
씽	Tell Me	0
배틀	Crash (Crazy In love)	0
배틀	Flying up	3
버즈	Funny Rock	2
버즈	미완예찬	3
버즈	어느소녀의 희망	3
버즈	가시	0
버즈	남자를 몰라	2
버즈	겁쟁이	4
버즈	Rock N`Roll	3
버즈	Tomorrow	3
버즈	비망록	3
버즈	은인	3
버즈	Whenever Wherever Whatever	4
버즈	활주	3
버즈	It`s You	3
버즈	B612	4
버즈	약속	0
버즈	나에게로 떠나는 여행	4
버즈	Reds Go Together	4
버즈	마이달링 (Acoustic Ver.)	4
버즈	거짓말 (Acoustic Ver.)	0
버즈	My Love (Acoustic Ver.)	2
버즈	일기 (Acoustic Ver.)	2
버즈	마이달링 (Acoustic Ver.) (Inst.)	4
버즈	거짓말 (Acoustic Ver.) (Inst.)	0
버즈	My Love (Acoustic Ver.) (Inst.)	2
버즈	일기 (Acoustic Ver.) (Inst.)	2
빅뱅	다음날 (승리 Solo)	0
빅뱅	웃어본다 (대성 Solo)	2
빅뱅	Intro (Big Bang)	4
빅뱅	She Can`t Get Enough	4
빅뱅	Big Boy (T.O.P Solo)	4
빅뱅	흔들어	4
빅뱅	La La La	3
빅뱅	This Love (G-Dragon Solo)	0
빅뱅	Dirty Cash	3
빅뱅	눈물뿐인 바보	2
빅뱅	My Girl (태양 Solo)	4
샤크라	Lonely Christmas	0
빅뱅	웃어본다	2
빅뱅	다음날	0
빅뱅	B.I.G.B.A.N.G	4
빅뱅	V.I.P	4
빅뱅	Ma Girl	4
빅뱅	눈물뿐인 바보.	2
빅뱅	We Belong Together	2
빅뱅	Forever With You	2
빅뱅	Big Boy	4
빅뱅	She Can`t Get Enough	4
빅뱅	Dirty Cash	3
빅뱅	This Love	0
빅뱅	La-La-La	3
빅뱅	Good Bye Baby	0
빅뱅	흔들어	4
빅뱅	Dirty Cash (For Fan - Original Track)	4
원더걸스	미안한 마음	0
원더걸스	Irony (아이러니)	4
원더걸스	Bad Boy	4
원더걸스	Irony (Tae Kwon-Daybreak Remix.)	4
카라	못 지킨 말	0
카라	Don’t Be Shy	4
카라	우리 둘	3
카라	I’ll Be There	3
카라	눈물 지우개	2
카라	Break It	4
카라	맘에 들면 (If U Wanna)	4
카라	Secret World	3
카라	Break It (Inst.)	4
슈퍼주니어	Success	3
슈퍼주니어	히트 (H.I.T)	4
천상지희 더 그레이스	4월의 첫날	0
더블에스오공일	Fly Away	3
더블에스오공일	Fly Away (Go Go Remix)	3
원더걸스	미안한 마음 ~tears~	0
원더걸스	미안한 마음 ~tears~ (Inst.)	0
브라운 아이드 걸스	Hold The Line	4
천상지희 더 그레이스	Sweet Emotion	3
천상지희 더 그레이스	그 사람... 욕하지 마요	0
천상지희 더 그레이스	Renew	2
천상지희 더 그레이스	4월의 첫 날 (April Fools` Day)	0
천상지희 더 그레이스	아니기를 (Not To Be)	2
천상지희 더 그레이스	하루만 (Just For One Day) (Feat. Super Junior 규현)	4
천상지희 더 그레이스	Dancing Queen	4
천상지희 더 그레이스	열정 (My Everything) (3rd 싱글 수록곡)	3
천상지희 더 그레이스	女友 (그녀들의 수다)	4
천상지희 더 그레이스	女友 Interlude	4
천상지희 더 그레이스	Dancer In The Rain	2
천상지희 더 그레이스	Boomerang (데뷔싱글 수록곡)	3
천상지희 더 그레이스	The Club (Feat. 비) (2nd 싱글 수록곡)	3
타키온	Girl Talk	4
타키온	Feel Your Breeze	3
타키온	아니면	2
파란	그녀와 난	2
파란	I Lay My Love On You	2
파란	사랑틀	2
파란	고마워요	0
배틀	말해!	4
배틀	Hey Yo	3
배틀	고장난 가슴	0
에프티 아일랜드	사랑앓이	2
에프티 아일랜드	행복합니다	2
에프티 아일랜드	천둥	2
에프티 아일랜드	한사람만	2
에프티 아일랜드	집착	2
에프티 아일랜드	남자의 첫사랑은 무덤까지 간다	2
에프티 아일랜드	하지말래요	2
에프티 아일랜드	Ft Island	4
에프티 아일랜드	Reo Reo	4
에프티 아일랜드	Primadonna	4
에프티 아일랜드	마중	0
에프티 아일랜드	사랑하는 법을 몰라서	2
에프티 아일랜드	첫키스	4
동방신기	Phantom - 환영 (幻影)	3
동방신기	Million Men	3
동방신기	The Way U Are (Remix)	4
동방신기	Opening Ment	4
동방신기	세상에 단 하나뿐인 마음 (You`re My Miracle)	3
동방신기	Drive	3
동방신기	Dangerous Mind	2
동방신기	Tri-Angle (Feat. 장리인)	3
동방신기	O - 정반합 (O -正.反.合, Concert Ver.)	4
동방신기	풍선 (Balloons)	4
동방신기	Hi Ya Ya 여름날	2
동방신기	Ment	4
동방신기	Closing Ment	4
동방신기	Hug (포옹)	4
동방신기	My Page - 시아개인기	3
동방신기	Spokes Man - 유노개인기 (Feat. Super Junior - 동해)	3
동방신기	Rising Sun (순수)	4
동방신기	One	2
동방신기	믿어요	3
동방신기	One Last Cry - 믹키개인기	4
동방신기	Hey! Girl	2
동방신기	I Wanna Hold You	0
동방신기	When I First Kissed You - 최강개인기	4
동방신기	Crying - 영웅개인기	0
동방신기	You Only Love	4
동방신기	Remember	0
동방신기	바보 (Unforgettable)	0
브라운 아이드 걸스	오아시스 (Feat. 이재훈)	4
브라운 아이드 걸스	내꺼야	4
버즈	사랑은 가슴이 시킨다 Part.2	2
버즈	사랑은 가슴이 시킨다 Part.2 (Inst.)	2
티맥스	Blooming	2
티맥스	충치	0
티맥스	Bang Bang Boom！	3
슈퍼주니어	행복	0
천상지희 더 그레이스	Festival	3
동방신기	한여름의 크리스마스	0
카라	Fighting	3
슈퍼주니어	Wonder Boy	3
슈퍼주니어	Are You Ready? (Feat. 슈퍼주니어-예성)	3
브라운 아이드 걸스	그대만 모르죠 (나르샤 Of 브라운아이드걸스)	0
소녀시대	다시 만난 세계 (Into The New World)	3
소녀시대	Beginning	2
소녀시대	Perfect For You (소원)	2
소녀시대	다시 만난 세계 (Into The New World) (Inst.)	3
씽	유학	4
씽	모른척 해주세요	0
씽	Forget Our Memories	4
씽	My Girl	2
씽	My Girl (English Ver.)	4
빅뱅	Intro (우린 빅뱅)	4
빅뱅	아무렇지 않은 척	4
빅뱅	Oh Ma Baby	0
빅뱅	거짓말	0
빅뱅	없는 번호	0
빅뱅	Always	3
브라운 아이드 걸스	내가 웃고 있어요 (가인)	0
브라운 아이드 걸스	술래	2
브라운 아이드 걸스	너에게 속았다	2
브라운 아이드 걸스	하필이면	2
브라운 아이드 걸스	눈부시게 좋은 날	2
브라운 아이드 걸스	Triangle	0
브라운 아이드 걸스	최면	0
브라운 아이드 걸스	How Could I Love You	0
브라운 아이드 걸스	남자는 없다 (Feat.영지)	2
브라운 아이드 걸스	떠나라 미스김	4
브라운 아이드 걸스	오아시스 (Feat.이재훈)	4
브라운 아이드 걸스	내꺼야	4
원더걸스	Friend	4
원더걸스	Wishing On A Star	3
원더걸스	가져가	4
원더걸스	미안한 마음	0
원더걸스	I Wanna	2
원더걸스	이바보	4
원더걸스	Tell me (Sampling From `Two Of Hearts`)	2
원더걸스	Headache	4
원더걸스	뭐 어때	2
원더걸스	Move	3
원더걸스	Good Bye	4
원더걸스	Bad Boy	4
원더걸스	Irony	4
소녀시대	다시 만난 세계 Remix	3
슈퍼주니어	You`re My Endless Love (말하자면)	0
슈퍼주니어	미워 (Hate U, Love U)	0
슈퍼주니어	Marry U	2
슈퍼주니어	사랑이 떠나다 (She`s Gone)	0
슈퍼주니어	Thank You	0
초신성	Romance	2
슈퍼주니어	돈 돈! (Don`t Don)	3
슈퍼주니어	소원이 있나요 (Sapphire Blue)	3
슈퍼주니어	Disco Drive	4
슈퍼주니어	I Am	3
슈퍼주니어	Missin` U	4
슈퍼주니어	거울 (Mirror)	2
슈퍼주니어	우리들의 사랑 (Our Love)	2
슈퍼주니어	Midnight Fantasy	2
슈퍼주니어	Bonus Track. 아주 먼 옛날 (Song For You)	2
초신성	Hit	2
초신성	Hit (Remix)	2
초신성	너는 어디에	2
초신성	너는 어디에 (Remix)	2
써니힐	너니까	2
써니힐	통화 연결음	4
써니힐	Good-Bye New York	0
써니힐	가버려	0
오션	Hollyday	2
제이워크	Focus	3
제이워크	여우비 J Beat Mix (Feat. 명준)	2
제이워크	여우비	0
제이워크	외사랑	2
제이워크	외사랑 (Acoustic Ver.)	2
동방신기	천년연가 (千年戀歌)	4
동방신기	여행기	3
초신성	안녕	4
초신성	Hit (히트)	2
초신성	너는 어디에	2
초신성	Romance	2
초신성	Once Again	2
초신성	유리잔	0
초신성	한마디 말을 못해서	2
초신성	Love Hunter	4
초신성	Hit (Remix)	2
초신성	너는 어디에 (Remix)	2
초신성	Once Again (Remix)	2
브라운 아이드 걸스	비소유	3
소녀시대	Complete	3
소녀시대	그대를 부르면 (Tears)	2
소녀시대	7989 (강타&태연)	0
소녀시대	소녀시대 (Girls` Generation)	4
소녀시대	Ooh La-La!	4
소녀시대	Baby Baby	4
소녀시대	Kissing You	2
소녀시대	Merry-Go-Round	0
소녀시대	Tinkerbell	3
소녀시대	Honey (소원)	2
소녀시대	다시 만난 세계 (Into The New World)	3
슈퍼주니어	Marry U (New Ver.)	2
슈퍼주니어	돈 돈! (Don`t Don)	3
슈퍼주니어	소원이 있나요 (Sapphire Blue)	2
슈퍼주니어	You`re My Endless Love (말하자면)	0
슈퍼주니어	갈증 (Original Ver.)	4
슈퍼주니어	Disco Drive	4
슈퍼주니어	미워 (Hate U, Love U)	0
슈퍼주니어	I Am	3
슈퍼주니어	사랑이 떠나다 (She`s Gone)	0
슈퍼주니어	마지막 승부 (The Girl Is Mine)	0
슈퍼주니어	거울 (Mirror)	2
슈퍼주니어	우리들의 사랑 (Our Love)	2
슈퍼주니어	Missin` U	4
슈퍼주니어	Midnight Fantasy	2
슈퍼주니어	Thank You	0
슈퍼주니어	갈증 (Remix Ver.)	4
슈퍼주니어	아주 먼 옛날 (Song For You) (Bonus Track)	2
에프티 아일랜드	사랑을 보았나봐	2
써니힐	너니까 (Winter Ver.)	2
슈퍼주니어	우리들의 사랑 (Our Love Drama Ver.)	2
빅뱅	Hot Issue (Intro)	4
빅뱅	But I Love U (Sampling By Rhu Of Redd Holt Unlimited)	0
빅뱅	I Don`t Understand	0
빅뱅	바보	0
빅뱅	Crazy Dog (Sampling By 환상 속의 그대 Of Taijiboys)	4
빅뱅	마지막 인사	4
소녀시대	Touch The Sky (Original Ver.)	3
원더걸스	쪼요쪼요 (미니게임천국 3 주제가)	2
티맥스	Lion Heart	3
티맥스	Open Up My Heart	2
에프티 아일랜드	너 올 때까지	2
에프티 아일랜드	사랑이야	2
에프티 아일랜드	눈물이 더 가까운 사람	2
